Date,Open,High,Low,Close,Adj Close,Volume
2004-05-31,393.000000,419.850006,360.250000,403.200012,372.625885,173946808
2004-06-30,405.250000,440.000000,360.000000,424.500000,392.310760,123980540
2004-07-31,426.100006,431.799988,354.649994,381.750000,354.064819,115332965
2004-08-31,383.000000,401.399994,348.049988,354.250000,328.559113,162370148
2004-09-30,360.950012,381.950012,338.000000,375.750000,348.500000,74452539
2004-10-31,377.000000,424.500000,371.000000,420.100006,389.633667,53279702
2004-11-30,425.000000,478.000000,402.600006,461.899994,428.402252,63235767
2004-12-31,465.000000,480.000000,389.149994,453.750000,420.843231,48881370
2005-01-31,457.000000,507.500000,442.100006,473.100006,438.790009,48381187
2005-02-28,476.000000,485.500000,405.000000,421.299988,390.746613,44337581
2005-03-31,426.899994,443.899994,396.299988,406.399994,376.927155,39821821
2005-04-30,409.000000,468.700012,393.000000,465.450012,431.694763,44930324
2005-05-31,466.000000,484.399994,431.549988,464.649994,430.952820,26402689
2005-06-30,463.000000,489.000000,436.950012,482.700012,447.693756,19216286
2005-07-31,480.000000,512.400024,450.500000,470.149994,436.053894,21211776
2005-08-31,475.500000,598.450012,467.600006,559.799988,521.432556,31108749
2005-09-30,566.000000,600.700012,503.100006,549.200012,511.559052,26290064
2005-10-31,554.000000,634.200012,499.799988,613.400024,571.359070,28424577
2005-11-30,615.000000,686.950012,605.400024,635.799988,592.223755,24985814
2005-12-31,635.049988,770.000000,631.549988,758.549988,706.560730,25388203
2006-01-31,757.000000,834.250000,724.000000,822.599976,766.220886,31651357
2006-02-28,827.900024,942.700012,736.000000,874.299988,814.377563,58870206
2006-03-31,880.000000,942.000000,810.500000,927.599976,864.024475,30623613
2006-04-30,929.000000,974.950012,655.000000,735.000000,684.624817,21035072
2006-05-31,739.400024,819.400024,668.099976,796.700012,742.096008,34675722
2006-06-30,802.000000,831.200012,691.000000,787.849976,733.852600,24081840
2006-07-31,785.000000,869.000000,759.900024,861.349976,802.315002,20031630
2006-08-31,860.049988,987.799988,811.000000,981.299988,917.883789,24714211
2006-09-30,981.299988,990.700012,911.250000,968.000000,905.443298,13176649
2006-10-31,968.000000,988.900024,865.099976,926.150024,866.297913,16964195
2006-11-30,930.400024,973.750000,860.000000,929.200012,869.150757,10961958
2006-12-31,929.200012,984.900024,872.200012,924.900024,865.128540,15879685
2007-01-31,939.900024,972.849976,825.500000,841.700012,787.305359,11894535
2007-02-28,848.000000,870.400024,755.049988,820.200012,767.194824,21927986
2007-03-31,795.000000,840.000000,741.000000,806.099976,754.006042,16227197
2007-04-30,806.099976,848.700012,751.250000,817.099976,764.295044,8527641
2007-05-31,820.000000,876.000000,715.049988,744.150024,696.059631,9764212
2007-06-30,745.000000,860.000000,745.000000,844.549988,789.971191,14568567
2007-07-31,806.099976,872.900024,715.000000,867.700012,811.625244,14465035
2007-08-31,876.700012,1028.000000,803.549988,998.750000,939.715820,19281902
2007-09-30,1008.799988,1248.000000,960.250000,1073.849976,1010.376648,27059169
2007-10-31,1100.000000,1100.000000,931.000000,1014.150024,954.205505,11245559
2007-11-30,1030.000000,1098.000000,973.450012,994.500000,935.716980,9416142
2007-12-31,1000.000000,1055.000000,700.000000,850.200012,799.946350,14604993
2008-01-31,833.150024,923.900024,750.099976,868.200012,816.882446,11568778
2008-02-29,859.700012,944.500000,790.000000,827.000000,778.117676,16071531
2008-03-31,840.000000,855.000000,720.000000,742.099976,698.235840,13073836
2008-04-30,742.000000,835.000000,742.000000,763.049988,717.947632,14919635
2008-05-31,765.500000,802.000000,610.000000,616.549988,580.106873,11923036
2008-06-30,616.549988,660.000000,520.500000,575.650024,541.624451,18467245
2008-07-31,564.900024,725.700012,553.000000,649.599976,611.203369,22116025
2008-08-31,649.599976,766.000000,618.500000,690.200012,654.290466,18601069
2008-09-30,695.349976,749.000000,475.000000,563.200012,533.897949,18280764
2008-10-31,565.500000,639.000000,467.799988,533.549988,505.790527,15206362
2008-11-30,540.500000,568.900024,433.000000,520.200012,493.135132,29635658
2008-12-31,521.000000,604.000000,502.299988,568.299988,538.732605,24174774
2009-01-31,561.000000,709.400024,555.000000,677.299988,642.061523,23691536
2009-02-28,698.700012,799.000000,640.400024,779.849976,739.276062,30463492
2009-03-31,780.000000,873.799988,741.000000,817.849976,775.299011,25326324
2009-04-30,817.849976,1064.000000,795.000000,1027.099976,973.662292,23101355
2009-05-31,1025.000000,1119.000000,1005.150024,1068.949951,1013.334778,14186074
2009-06-30,1078.000000,1448.650024,991.500000,1414.449951,1340.859253,17187386
